FuelClass,class_id,split,PortHills2017_stack_pre_B2,PortHills2017_stack_pre_B3,PortHills2017_stack_pre_B4,PortHills2017_stack_pre_B5,PortHills2017_stack_pre_B6,PortHills2017_stack_pre_B7,PortHills2017_stack_post_B2,PortHills2017_stack_post_B3,PortHills2017_stack_post_B4,PortHills2017_stack_post_B5,PortHills2017_stack_post_B6,PortHills2017_stack_post_B7,PortHills2017_stack_NBR_pre,PortHills2017_stack_NBR_post,PortHills2017_stack_dNBR,PortHills2017_stack_NDVI,PortHills2017_stack_BSI,PortHills2017_stack_severity,PortHills2017_stack_valid_data,PortHills2017_stack_elev,PortHills2017_stack_slope,PortHills2017_stack_northness
exotic_pine,3,valid,0.021017499268054962,0.03432749956846237,0.024949999526143074,0.2847149968147278,0.11399500072002411,0.05434750020503998,None,None,None,None,None,None,0.6794248819351196,None,None,0.8388581275939941,-0.37507519125938416,None,0.0,98.0,29.695375442504883,0.5677101016044617
exotic_pine,3,train,0.011640000157058239,0.019780000671744347,0.013207499869167805,0.17141500115394592,0.05913250148296356,0.02563749998807907,0.021925000473856926,0.03919500112533569,0.034630000591278076,0.16099250316619873,0.06966499984264374,0.047747500240802765,0.739790141582489,0.5425170063972473,76.81356048583984,0.8569242358207703,-0.43350496888160706,0.0,1.0,192.0,14.164097785949707,0.7055667042732239
exotic_pine,3,valid,0.010182499885559082,0.01815750077366829,0.010622500441968441,0.22792750597000122,0.057042498141527176,0.02255750074982643,0.03828750178217888,0.058252498507499695,0.05525499954819679,0.22762499749660492,0.11363749951124191,0.08316750079393387,0.8198894262313843,0.46480369567871094,234.62612915039062,0.9109411239624023,-0.5574196577072144,1.0,1.0,278.0,15.323512077331543,0.9452362060546875
exotic_pine,3,valid,0.018473749980330467,0.0294599998742342,0.020604999735951424,0.23987625539302826,0.09203624725341797,0.046152498573064804,-0.026337500661611557,0.015104999765753746,0.019862499088048935,0.09455250203609467,0.0963675007224083,0.08451499789953232,0.6772876977920532,0.05605428293347359,500.7738037109375,0.8417928218841553,-0.3927552103996277,2.0,1.0,272.0,22.53799819946289,0.5070980787277222
exotic_pine,3,valid,0.025609999895095825,0.03936000168323517,0.03685750067234039,0.23422500491142273,0.12928499281406403,0.07280000299215317,None,None,None,None,None,None,0.5257714986801147,None,None,0.7280716896057129,-0.21994706988334656,None,0.0,226.0,14.513461112976074,0.312664270401001
exotic_pine,3,train,0.010979999788105488,0.0182537492364645,0.011584999971091747,0.2010737508535385,0.05572250112891197,0.024028750136494637,0.03526249900460243,0.055364999920129776,0.06243250146508217,0.1729550063610077,0.09771499782800674,0.07189249992370605,0.7865083813667297,0.41275691986083984,253.29185485839844,0.8910461068153381,-0.5181328654289246,1.0,1.0,379.0,8.471797943115234,0.43472325801849365
exotic_pine,3,valid,0.010952499695122242,0.018542500212788582,0.013427499681711197,0.2056249976158142,0.060397498309612274,0.026270000264048576,0.03031250089406967,0.050085000693798065,0.05200999975204468,0.10137250274419785,0.09188500046730042,0.08165500313043594,0.7734319567680359,0.1077297106385231,545.2426147460938,0.8774037957191467,-0.4915677309036255,2.0,1.0,404.0,10.773296356201172,0.9358213543891907
exotic_pine,3,train,0.014321249909698963,0.023836249485611916,0.01704375073313713,0.2404949963092804,0.078575000166893,0.035138748586177826,0.026325000450015068,0.045079998672008514,0.04491500183939934,0.2053775042295456,0.083965003490448,0.05327500030398369,0.7450330257415771,0.5880573391914368,36.516109466552734,0.867641270160675,-0.4542853832244873,0.0,1.0,410.0,23.751953125,0.40464717149734497
exotic_pine,3,train,0.01657624915242195,0.03381875157356262,0.019023749977350235,0.27415499091148376,0.09330125153064728,0.039524998515844345,None,None,None,None,None,None,0.7479915618896484,None,None,0.8702242374420166,-0.44263362884521484,None,0.0,231.0,29.303926467895508,-0.5479910969734192
exotic_pine,3,train,0.030285000801086426,0.057317499071359634,0.05995750054717064,0.28782251477241516,0.15832500159740448,0.08861249685287476,-0.024096250534057617,0.013262500055134296,0.01872125081717968,0.07083375006914139,0.08220499753952026,0.0702425017952919,0.5292015671730042,0.0041909958235919476,404.5509948730469,0.6551986932754517,-0.18610526621341705,2.0,1.0,184.0,22.72709846496582,-0.9275221824645996
