FuelClass,class_id,split,pre_B2,pre_B3,pre_B4,pre_B5,pre_B6,pre_B7,post_B2,post_B3,post_B4,post_B5,post_B6,post_B7,NBR_pre,NBR_post,dNBR,NDVI,BSI,severity,valid_data,elev,slope,northness,OID,X,Y,source
gorse_broom,2,valid,0.0247162505984306,0.0425362512469291,0.0358125008642673,0.2737837433815002,0.1350325047969818,0.068606249988079,-0.0963525027036666,-0.0278225000947713,-0.033900000154972,0.0456575006246566,0.1597000062465667,0.1711400002241134,0.599250853061676,-0.5788004994392395,1057.591796875,0.7686502933502197,-0.2719854116439819,3.0,1.0,152.0,18.490154266357425,0.6777091026306152,73,1569012.1607999995,5172238.9584,original_211
gorse_broom,2,train,0.0304499994963407,0.0549662485718727,0.054017499089241,0.263691246509552,0.176351249217987,0.0852300003170967,0.0521200001239776,0.0662275031208992,0.0743400007486343,0.1183125004172325,0.2191275060176849,0.2654649913311004,0.5114656686782837,-0.3834317922592163,774.4379272460938,0.6599558591842651,-0.1215849071741104,3.0,1.0,150.0,8.424798011779785,0.6557761430740356,74,1566240.4512999998,5169549.5804,original_211
gorse_broom,2,valid,0.0273700002580881,0.0481050014495849,0.0501675009727478,0.2628799974918365,0.1500200033187866,0.0724425017833709,0.0609750002622604,0.0675475001335144,0.0725250020623207,0.1163600012660026,0.1461700052022934,0.163110002875328,0.5679234266281128,-0.1672809273004531,614.7447509765625,0.6794895529747009,-0.1836370527744293,2.0,1.0,165.0,20.42751884460449,0.4346369504928589,75,1566968.8757999996,5170045.6728,original_211
gorse_broom,2,train,0.0285800006240606,0.0617999993264675,0.0562862493097782,0.361371248960495,0.1892900019884109,0.0929987505078315,0.0315500013530254,0.056327499449253,0.0532200001180172,0.3112249970436096,0.1502674967050552,0.0829750001430511,0.5906475186347961,0.5790207982063293,-108.83290100097656,0.7304669618606567,-0.2271734923124313,0.0,1.0,447.0,6.87891960144043,0.6709122061729431,76,1569798.5300000005,5169131.6714,original_211
gorse_broom,2,train,0.0280300006270408,0.0500025004148483,0.0428249984979629,0.3396599888801574,0.1485349982976913,0.0750275030732154,0.0500300005078315,0.0817100033164024,0.0810225009918212,0.2008675038814544,0.1499924957752227,0.1305775046348571,0.6381492018699646,0.2120713889598846,305.61822509765625,0.7760696411132812,-0.3154100775718689,2.0,1.0,247.0,19.49950218200684,0.8228541612625122,82,1569006.6392,5171079.5002,original_211
gorse_broom,2,train,0.0224337503314018,0.040583748370409,0.046289999037981,0.1698749959468841,0.1191237494349479,0.0608374997973442,0.0094400001689791,0.0245237499475479,0.0208112504333257,0.0499062500894069,0.0710674971342086,0.0776537507772445,0.4726120233535766,-0.2175250798463821,569.677490234375,0.5717160701751709,-0.0751839727163314,2.0,1.0,382.0,15.657796859741213,-0.2887654602527618,83,1569078.6541,5169728.4779,original_211
gorse_broom,2,valid,0.0262975003570318,0.0540587492287159,0.0414912514388561,0.3674899935722351,0.1438737511634826,0.0676987469196319,0.0088900001719594,0.029789999127388,0.028456250205636,0.0611675009131431,0.0947862491011619,0.1053737476468086,0.6888763904571533,-0.2654372453689575,833.85400390625,0.7970994710922241,-0.3598749935626983,3.0,1.0,303.0,14.182218551635742,0.8967984914779663,85,1568827.1441000002,5170040.5814,original_211
gorse_broom,2,valid,0.0287174992263317,0.0533025003969669,0.0411200001835823,0.3264324963092804,0.1523575037717819,0.0796749964356422,0.1008362472057342,0.118147499859333,0.121969997882843,0.171071246266365,0.2575312554836273,0.2831475138664245,0.6076161861419678,-0.2467450946569442,733.9017333984375,0.7762496471405029,-0.2946853637695312,3.0,1.0,247.0,20.168636322021484,0.7932870388031006,86,1567828.0947000002,5169528.1307,original_211
gorse_broom,2,valid,0.0209350008517503,0.0371325016021728,0.0290750004351139,0.1787849962711334,0.1120700016617775,0.0580875016748905,0.0261599998921155,0.0394424982368946,0.0424400009214878,0.0830300003290176,0.0911424979567527,0.089767500758171,0.5095462799072266,-0.0389907248318195,428.0774230957031,0.7202444076538086,-0.1718422323465347,2.0,1.0,58.0,25.4765853881836,-0.16987045109272,87,1567007.5109,5170690.0162,original_211
gorse_broom,2,train,0.0288274995982646,0.0627212524414062,0.0456300005316734,0.4298187494277954,0.1911187469959259,0.0803624987602233,0.0436500012874603,0.057702500373125,0.068400003015995,0.1200449988245964,0.134674996137619,0.1157549992203712,0.6849648952484131,0.0181933846324682,546.3119506835938,0.80805504322052,-0.3190956115722656,2.0,1.0,294.0,30.79423713684082,0.4345831871032715,88,1570109.0658999998,5169059.0388,original_211
